ZENITH(DEG),AZIMUTH(DEG),VERT(dBi),HORI(dBi),TOTAL(dBi)
15.0,140.0,-8.26,-9.73,-5.92
16.0,140.0,-8.22,-9.73,-5.90
17.0,140.0,-8.18,-9.72,-5.87
18.0,140.0,-8.14,-9.71,-5.85
19.0,140.0,-8.10,-9.71,-5.82
20.0,140.0,-8.05,-9.70,-5.79
21.0,140.0,-8.01,-9.70,-5.76
22.0,140.0,-7.96,-9.69,-5.73
23.0,140.0,-7.91,-9.69,-5.70
24.0,140.0,-7.86,-9.69,-5.67
25.0,140.0,-7.81,-9.69,-5.64
26.0,140.0,-7.76,-9.69,-5.61
27.0,140.0,-7.71,-9.69,-5.58
28.0,140.0,-7.66,-9.69,-5.55
29.0,140.0,-7.60,-9.70,-5.51
30.0,140.0,-7.55,-9.70,-5.48
31.0,140.0,-7.49,-9.71,-5.45
32.0,140.0,-7.44,-9.72,-5.42
33.0,140.0,-7.39,-9.74,-5.39
34.0,140.0,-7.33,-9.75,-5.37
35.0,140.0,-7.28,-9.77,-5.34
36.0,140.0,-7.22,-9.79,-5.31
37.0,140.0,-7.17,-9.82,-5.29
38.0,140.0,-7.12,-9.85,-5.26
39.0,140.0,-7.07,-9.88,-5.24
40.0,140.0,-7.01,-9.92,-5.22
41.0,140.0,-6.96,-9.96,-5.20
42.0,140.0,-6.91,-10.00,-5.18
43.0,140.0,-6.87,-10.05,-5.16
44.0,140.0,-6.82,-10.10,-5.15
45.0,140.0,-6.78,-10.16,-5.14
46.0,140.0,-6.73,-10.22,-5.13
47.0,140.0,-6.69,-10.29,-5.12
48.0,140.0,-6.65,-10.37,-5.12
49.0,140.0,-6.62,-10.45,-5.11
50.0,140.0,-6.58,-10.54,-5.12
51.0,140.0,-6.55,-10.63,-5.12
52.0,140.0,-6.52,-10.74,-5.13
53.0,140.0,-6.50,-10.85,-5.14
54.0,140.0,-6.48,-10.96,-5.16
55.0,140.0,-6.46,-11.09,-5.17
56.0,140.0,-6.44,-11.23,-5.20
57.0,140.0,-6.43,-11.37,-5.23
58.0,140.0,-6.43,-11.53,-5.26
59.0,140.0,-6.43,-11.69,-5.30
60.0,140.0,-6.43,-11.87,-5.34
61.0,140.0,-6.44,-12.06,-5.39
62.0,140.0,-6.46,-12.26,-5.44
63.0,140.0,-6.48,-12.47,-5.50
64.0,140.0,-6.51,-12.70,-5.57
65.0,140.0,-6.54,-12.94,-5.65
66.0,140.0,-6.59,-13.20,-5.73
67.0,140.0,-6.64,-13.48,-5.82
68.0,140.0,-6.71,-13.77,-5.93
69.0,140.0,-6.78,-14.09,-6.04
70.0,140.0,-6.87,-14.43,-6.17
71.0,140.0,-6.97,-14.79,-6.30
72.0,140.0,-7.08,-15.18,-6.46
73.0,140.0,-7.22,-15.60,-6.63
74.0,140.0,-7.37,-16.06,-6.82
75.0,140.0,-7.55,-16.55,-7.03
76.0,140.0,-7.75,-17.08,-7.27
77.0,140.0,-7.98,-17.66,-7.54
78.0,140.0,-8.25,-18.29,-7.84
79.0,140.0,-8.56,-18.98,-8.19
80.0,140.0,-8.93,-19.76,-8.58
81.0,140.0,-9.36,-20.62,-9.05
82.0,140.0,-9.88,-21.59,-9.60
83.0,140.0,-10.51,-22.70,-10.26
84.0,140.0,-11.30,-24.00,-11.07
85.0,140.0,-12.29,-25.54,-12.09
86.0,140.0,-13.60,-27.44,-13.42
87.0,140.0,-15.43,-29.90,-15.28
88.0,140.0,-18.23,-33.39,-18.10
89.0,140.0,-23.48,-39.38,-23.37
0.0,141.0,-8.41,-9.97,-6.11
1.0,141.0,-8.41,-9.97,-6.11
2.0,141.0,-8.41,-9.97,-6.11
3.0,141.0,-8.40,-9.97,-6.10
4.0,141.0,-8.39,-9.97,-6.10
5.0,141.0,-8.38,-9.97,-6.09
6.0,141.0,-8.36,-9.96,-6.08
7.0,141.0,-8.35,-9.96,-6.07
8.0,141.0,-8.33,-9.95,-6.05
9.0,141.0,-8.31,-9.95,-6.04
10.0,141.0,-8.28,-9.94,-6.02
11.0,141.0,-8.26,-9.94,-6.01
12.0,141.0,-8.23,-9.93,-5.99
13.0,141.0,-8.20,-9.92,-5.96
14.0,141.0,-8.16,-9.92,-5.94
15.0,141.0,-8.13,-9.91,-5.92
16.0,141.0,-8.09,-9.90,-5.89
17.0,141.0,-8.05,-9.90,-5.87
18.0,141.0,-8.01,-9.89,-5.84
19.0,141.0,-7.97,-9.89,-5.81
20.0,141.0,-7.92,-9.88,-5.78
21.0,141.0,-7.88,-9.88,-5.75
22.0,141.0,-7.83,-9.87,-5.72
23.0,141.0,-7.78,-9.87,-5.69
24.0,141.0,-7.73,-9.87,-5.66
25.0,141.0,-7.68,-9.87,-5.63
26.0,141.0,-7.63,-9.87,-5.60
27.0,141.0,-7.58,-9.87,-5.57
28.0,141.0,-7.53,-9.87,-5.53
29.0,141.0,-7.48,-9.88,-5.50
30.0,141.0,-7.42,-9.88,-5.47
31.0,141.0,-7.37,-9.89,-5.44
32.0,141.0,-7.31,-9.90,-5.41
33.0,141.0,-7.26,-9.92,-5.38
34.0,141.0,-7.20,-9.93,-5.35
35.0,141.0,-7.15,-9.95,-5.32
36.0,141.0,-7.10,-9.97,-5.29
37.0,141.0,-7.04,-10.00,-5.26
38.0,141.0,-6.99,-10.03,-5.24
39.0,141.0,-6.94,-10.06,-5.21
40.0,141.0,-6.89,-10.09,-5.19
41.0,141.0,-6.84,-10.13,-5.17
42.0,141.0,-6.79,-10.18,-5.15
43.0,141.0,-6.74,-10.23,-5.13
44.0,141.0,-6.69,-10.28,-5.12
45.0,141.0,-6.65,-10.34,-5.10
46.0,141.0,-6.61,-10.40,-5.09
47.0,141.0,-6.57,-10.47,-5.08
48.0,141.0,-6.53,-10.55,-5.08
49.0,141.0,-6.49,-10.63,-5.08
50.0,141.0,-6.46,-10.72,-5.07
51.0,141.0,-6.43,-10.81,-5.08
52.0,141.0,-6.40,-10.92,-5.08
53.0,141.0,-6.37,-11.03,-5.09
54.0,141.0,-6.35,-11.14,-5.11
55.0,141.0,-6.33,-11.27,-5.12
56.0,141.0,-6.32,-11.41,-5.15
57.0,141.0,-6.31,-11.55,-5.17
58.0,141.0,-6.30,-11.71,-5.20
59.0,141.0,-6.30,-11.87,-5.24
60.0,141.0,-6.31,-12.05,-5.28
61.0,141.0,-6.32,-12.24,-5.33
62.0,141.0,-6.33,-12.44,-5.38
63.0,141.0,-6.35,-12.65,-5.44
64.0,141.0,-6.38,-12.88,-5.50
65.0,141.0,-6.42,-13.12,-5.58
66.0,141.0,-6.46,-13.38,-5.66
67.0,141.0,-6.52,-13.66,-5.75
68.0,141.0,-6.58,-13.95,-5.85
69.0,141.0,-6.66,-14.27,-5.96
70.0,141.0,-6.74,-14.61,-6.09
71.0,141.0,-6.84,-14.97,-6.22
72.0,141.0,-6.96,-15.36,-6.37
73.0,141.0,-7.09,-15.78,-6.54
74.0,141.0,-7.24,-16.24,-6.73
75.0,141.0,-7.42,-16.73,-6.94
76.0,141.0,-7.62,-17.26,-7.17
77.0,141.0,-7.85,-17.84,-7.44
78.0,141.0,-8.12,-18.47,-7.74
79.0,141.0,-8.44,-19.16,-8.08
80.0,141.0,-8.80,-19.94,-8.48
81.0,141.0,-9.24,-20.80,-8.95
82.0,141.0,-9.76,-21.77,-9.49
83.0,141.0,-10.39,-22.88,-10.15
84.0,141.0,-11.17,-24.18,-10.96
85.0,141.0,-12.16,-25.72,-11.98
86.0,141.0,-13.47,-27.62,-13.31
87.0,141.0,-15.30,-30.08,-15.16
88.0,141.0,-18.11,-33.57,-17.99
89.0,141.0,-23.35,-39.56,-23.25
0.0,142.0,-8.29,-10.16,-6.11
1.0,142.0,-8.29,-10.16,-6.11
2.0,142.0,-8.28,-10.16,-6.11
3.0,142.0,-8.28,-10.15,-6.10
4.0,142.0,-8.27,-10.15,-6.10
5.0,142.0,-8.25,-10.15,-6.09
6.0,142.0,-8.24,-10.15,-6.08
7.0,142.0,-8.22,-10.14,-6.07
8.0,142.0,-8.20,-10.14,-6.05
9.0,142.0,-8.18,-10.13,-6.04
10.0,142.0,-8.16,-10.13,-6.02
11.0,142.0,-8.13,-10.12,-6.00
12.0,142.0,-8.10,-10.12,-5.98
13.0,142.0,-8.07,-10.11,-5.96
14.0,142.0,-8.04,-10.10,-5.94
15.0,142.0,-8.00,-10.10,-5.91
16.0,142.0,-7.97,-10.09,-5.89
17.0,142.0,-7.93,-10.08,-5.86
18.0,142.0,-7.89,-10.08,-5.84
19.0,142.0,-7.84,-10.07,-5.81
20.0,142.0,-7.80,-10.07,-5.78
21.0,142.0,-7.76,-10.06,-5.75
22.0,142.0,-7.71,-10.06,-5.72
23.0,142.0,-7.66,-10.05,-5.68
24.0,142.0,-7.61,-10.05,-5.65
25.0,142.0,-7.56,-10.05,-5.62
26.0,142.0,-7.51,-10.05,-5.59
27.0,142.0,-7.46,-10.05,-5.55
28.0,142.0,-7.41,-10.06,-5.52
29.0,142.0,-7.35,-10.06,-5.49
30.0,142.0,-7.30,-10.07,-5.46
31.0,142.0,-7.24,-10.08,-5.42
32.0,142.0,-7.19,-10.09,-5.39
33.0,142.0,-7.14,-10.10,-5.36
34.0,142.0,-7.08,-10.12,-5.33
35.0,142.0,-7.03,-10.14,-5.30
36.0,142.0,-6.97,-10.16,-5.27
37.0,142.0,-6.92,-10.18,-5.24
38.0,142.0,-6.87,-10.21,-5.21
39.0,142.0,-6.82,-10.24,-5.19
40.0,142.0,-6.76,-10.28,-5.17
41.0,142.0,-6.71,-10.32,-5.14
42.0,142.0,-6.67,-10.36,-5.12
43.0,142.0,-6.62,-10.41,-5.10
44.0,142.0,-6.57,-10.47,-5.09
45.0,142.0,-6.53,-10.53,-5.07
46.0,142.0,-6.48,-10.59,-5.06
47.0,142.0,-6.44,-10.66,-5.05
48.0,142.0,-6.41,-10.73,-5.04
49.0,142.0,-6.37,-10.82,-5.04
50.0,142.0,-6.34,-10.90,-5.03
51.0,142.0,-6.30,-11.00,-5.04
52.0,142.0,-6.28,-11.10,-5.04
53.0,142.0,-6.25,-11.21,-5.05
54.0,142.0,-6.23,-11.33,-5.06
55.0,142.0,-6.21,-11.46,-5.08
56.0,142.0,-6.20,-11.59,-5.10
57.0,142.0,-6.19,-11.74,-5.12
58.0,142.0,-6.18,-11.89,-5.15
59.0,142.0,-6.18,-12.06,-5.18
60.0,142.0,-6.18,-12.23,-5.22
61.0,142.0,-6.19,-12.42,-5.27
62.0,142.0,-6.21,-12.62,-5.32
63.0,142.0,-6.23,-12.84,-5.37
64.0,142.0,-6.26,-13.06,-5.44
65.0,142.0,-6.30,-13.31,-5.51
66.0,142.0,-6.34,-13.57,-5.59
67.0,142.0,-6.40,-13.85,-5.68
68.0,142.0,-6.46,-14.14,-5.78
69.0,142.0,-6.53,-14.46,-5.88
70.0,142.0,-6.62,-14.80,-6.01
71.0,142.0,-6.72,-15.16,-6.14
72.0,142.0,-6.84,-15.55,-6.29
73.0,142.0,-6.97,-15.97,-6.46
74.0,142.0,-7.12,-16.42,-6.64
75.0,142.0,-7.30,-16.91,-6.85
76.0,142.0,-7.50,-17.44,-7.08
77.0,142.0,-7.73,-18.02,-7.35
78.0,142.0,-8.00,-18.65,-7.64
79.0,142.0,-8.32,-19.35,-7.99
80.0,142.0,-8.68,-20.12,-8.38
81.0,142.0,-9.12,-20.98,-8.84
82.0,142.0,-9.64,-21.96,-9.39
83.0,142.0,-10.27,-23.07,-10.05
84.0,142.0,-11.05,-24.36,-10.85
85.0,142.0,-12.04,-25.90,-11.87
86.0,142.0,-13.35,-27.80,-13.20
87.0,142.0,-15.18,-30.27,-15.05
88.0,142.0,-17.99,-33.76,-17.87
89.0,142.0,-23.23,-39.75,-23.14
0.0,143.0,-8.17,-10.35,-6.11
1.0,143.0,-8.17,-10.35,-6.11
2.0,143.0,-8.16,-10.35,-6.11
3.0,143.0,-8.16,-10.35,-6.10
4.0,143.0,-8.15,-10.34,-6.10
5.0,143.0,-8.13,-10.34,-6.09
6.0,143.0,-8.12,-10.34,-6.08
7.0,143.0,-8.10,-10.33,-6.07
8.0,143.0,-8.08,-10.33,-6.05
9.0,143.0,-8.06,-10.32,-6.04
10.0,143.0,-8.04,-10.32,-6.02
11.0,143.0,-8.01,-10.31,-6.00
12.0,143.0,-7.98,-10.31,-5.98
13.0,143.0,-7.95,-10.30,-5.96
14.0,143.0,-7.92,-10.29,-5.94
15.0,143.0,-7.88,-10.29,-5.91
16.0,143.0,-7.85,-10.28,-5.89
17.0,143.0,-7.81,-10.28,-5.86
18.0,143.0,-7.77,-10.27,-5.83
19.0,143.0,-7.73,-10.26,-5.80
20.0,143.0,-7.68,-10.26,-5.77
21.0,143.0,-7.64,-10.25,-5.74
22.0,143.0,-7.59,-10.25,-5.71
23.0,143.0,-7.54,-10.25,-5.68
24.0,143.0,-7.49,-10.24,-5.64
25.0,143.0,-7.44,-10.24,-5.61
26.0,143.0,-7.39,-10.24,-5.58
27.0,143.0,-7.34,-10.24,-5.54
28.0,143.0,-7.29,-10.25,-5.51
29.0,143.0,-7.23,-10.25,-5.48
30.0,143.0,-7.18,-10.26,-5.44
31.0,143.0,-7.13,-10.27,-5.41
32.0,143.0,-7.07,-10.28,-5.38
33.0,143.0,-7.02,-10.29,-5.34
34.0,143.0,-6.96,-10.31,-5.31
35.0,143.0,-6.91,-10.33,-5.28
36.0,143.0,-6.85,-10.35,-5.25
37.0,143.0,-6.80,-10.38,-5.22
38.0,143.0,-6.75,-10.40,-5.19
39.0,143.0,-6.70,-10.44,-5.17
40.0,143.0,-6.65,-10.47,-5.14
41.0,143.0,-6.60,-10.51,-5.12
42.0,143.0,-6.55,-10.56,-5.09
43.0,143.0,-6.50,-10.61,-5.07
44.0,143.0,-6.45,-10.66,-5.06
45.0,143.0,-6.41,-10.72,-5.04
46.0,143.0,-6.37,-10.78,-5.03
47.0,143.0,-6.33,-10.85,-5.01
48.0,143.0,-6.29,-10.93,-5.01
49.0,143.0,-6.25,-11.01,-5.00
50.0,143.0,-6.22,-11.10,-5.00
51.0,143.0,-6.19,-11.19,-5.00
52.0,143.0,-6.16,-11.30,-5.00
53.0,143.0,-6.13,-11.41,-5.00
54.0,143.0,-6.11,-11.52,-5.01
55.0,143.0,-6.09,-11.65,-5.03
56.0,143.0,-6.08,-11.79,-5.05
57.0,143.0,-6.07,-11.93,-5.07
58.0,143.0,-6.06,-12.09,-5.10
59.0,143.0,-6.06,-12.25,-5.13
60.0,143.0,-6.07,-12.43,-5.16
61.0,143.0,-6.08,-12.61,-5.21
62.0,143.0,-6.09,-12.82,-5.26
63.0,143.0,-6.11,-13.03,-5.31
64.0,143.0,-6.14,-13.26,-5.37
65.0,143.0,-6.18,-13.50,-5.44
66.0,143.0,-6.23,-13.76,-5.52
67.0,143.0,-6.28,-14.04,-5.61
68.0,143.0,-6.34,-14.33,-5.70
69.0,143.0,-6.42,-14.65,-5.81
70.0,143.0,-6.50,-14.99,-5.93
71.0,143.0,-6.61,-15.35,-6.06
72.0,143.0,-6.72,-15.74,-6.21
73.0,143.0,-6.85,-16.16,-6.37
74.0,143.0,-7.01,-16.62,-6.56
75.0,143.0,-7.18,-17.11,-6.76
76.0,143.0,-7.38,-17.64,-6.99
77.0,143.0,-7.62,-18.22,-7.25
78.0,143.0,-7.89,-18.85,-7.55
79.0,143.0,-8.20,-19.54,-7.89
80.0,143.0,-8.57,-20.32,-8.29
81.0,143.0,-9.00,-21.18,-8.75
82.0,143.0,-9.52,-22.15,-9.29
83.0,143.0,-10.15,-23.26,-9.94
84.0,143.0,-10.93,-24.56,-10.75
85.0,143.0,-11.93,-26.10,-11.76
86.0,143.0,-13.24,-28.00,-13.10
87.0,143.0,-15.07,-30.46,-14.94
88.0,143.0,-17.87,-33.95,-17.76
89.0,143.0,-23.11,-39.94,-23.03
0.0,144.0,-8.05,-10.55,-6.11
1.0,144.0,-8.05,-10.55,-6.11
2.0,144.0,-8.05,-10.55,-6.11
3.0,144.0,-8.04,-10.54,-6.10
4.0,144.0,-8.03,-10.54,-6.10
5.0,144.0,-8.02,-10.54,-6.09
6.0,144.0,-8.00,-10.54,-6.08
7.0,144.0,-7.99,-10.53,-6.07
8.0,144.0,-7.97,-10.53,-6.05
9.0,144.0,-7.95,-10.52,-6.04
10.0,144.0,-7.92,-10.52,-6.02
11.0,144.0,-7.90,-10.51,-6.00
12.0,144.0,-7.87,-10.51,-5.98
13.0,144.0,-7.84,-10.50,-5.96
14.0,144.0,-7.80,-10.49,-5.93
15.0,144.0,-7.77,-10.49,-5.91
16.0,144.0,-7.73,-10.48,-5.88
17.0,144.0,-7.69,-10.47,-5.85
18.0,144.0,-7.65,-10.47,-5.83
19.0,144.0,-7.61,-10.46,-5.80
20.0,144.0,-7.57,-10.46,-5.77
21.0,144.0,-7.52,-10.45,-5.73
22.0,144.0,-7.47,-10.45,-5.70
23.0,144.0,-7.43,-10.45,-5.67
24.0,144.0,-7.38,-10.44,-5.63
25.0,144.0,-7.33,-10.44,-5.60
26.0,144.0,-7.28,-10.44,-5.57
27.0,144.0,-7.22,-10.44,-5.53
28.0,144.0,-7.17,-10.45,-5.50
29.0,144.0,-7.12,-10.45,-5.46
30.0,144.0,-7.06,-10.46,-5.43
31.0,144.0,-7.01,-10.47,-5.39
32.0,144.0,-6.96,-10.48,-5.36
33.0,144.0,-6.90,-10.49,-5.33
34.0,144.0,-6.85,-10.51,-5.29
35.0,144.0,-6.79,-10.53,-5.26
36.0,144.0,-6.74,-10.55,-5.23
37.0,144.0,-6.69,-10.58,-5.20
38.0,144.0,-6.63,-10.60,-5.17
39.0,144.0,-6.58,-10.64,-5.14
40.0,144.0,-6.53,-10.67,-5.12
41.0,144.0,-6.48,-10.71,-5.09
42.0,144.0,-6.43,-10.76,-5.07
43.0,144.0,-6.39,-10.81,-5.05
44.0,144.0,-6.34,-10.86,-5.03
45.0,144.0,-6.30,-10.92,-5.01
46.0,144.0,-6.25,-10.98,-4.99
47.0,144.0,-6.21,-11.05,-4.98
48.0,144.0,-6.17,-11.13,-4.97
49.0,144.0,-6.14,-11.21,-4.96
50.0,144.0,-6.10,-11.30,-4.96
51.0,144.0,-6.07,-11.39,-4.96
52.0,144.0,-6.05,-11.50,-4.96
53.0,144.0,-6.02,-11.61,-4.96
54.0,144.0,-6.00,-11.72,-4.97
55.0,144.0,-5.98,-11.85,-4.98
56.0,144.0,-5.97,-11.99,-5.00
57.0,144.0,-5.96,-12.13,-5.02
58.0,144.0,-5.95,-12.29,-5.04
59.0,144.0,-5.95,-12.45,-5.07
60.0,144.0,-5.95,-12.63,-5.11
61.0,144.0,-5.96,-12.82,-5.15
62.0,144.0,-5.98,-13.02,-5.20
63.0,144.0,-6.00,-13.23,-5.25
64.0,144.0,-6.03,-13.46,-5.31
65.0,144.0,-6.07,-13.70,-5.38
66.0,144.0,-6.11,-13.96,-5.45
67.0,144.0,-6.17,-14.24,-5.54
68.0,144.0,-6.23,-14.53,-5.63
69.0,144.0,-6.31,-14.85,-5.74
70.0,144.0,-6.39,-15.19,-5.85
71.0,144.0,-6.49,-15.55,-5.98
72.0,144.0,-6.61,-15.94,-6.13
73.0,144.0,-6.74,-16.36,-6.29
74.0,144.0,-6.90,-16.82,-6.47
75.0,144.0,-7.07,-17.31,-6.68
76.0,144.0,-7.27,-17.84,-6.91
77.0,144.0,-7.51,-18.42,-7.17
78.0,144.0,-7.77,-19.05,-7.46
79.0,144.0,-8.09,-19.74,-7.80
80.0,144.0,-8.46,-20.52,-8.19
81.0,144.0,-8.89,-21.38,-8.65
82.0,144.0,-9.41,-22.35,-9.19
83.0,144.0,-10.04,-23.46,-9.85
84.0,144.0,-10.82,-24.76,-10.65
85.0,144.0,-11.81,-26.30,-11.66
86.0,144.0,-13.13,-28.20,-12.99
87.0,144.0,-14.95,-30.66,-14.84
88.0,144.0,-17.76,-34.15,-17.66
89.0,144.0,-23.00,-40.14,-22.92
0.0,145.0,-7.94,-10.75,-6.11
1.0,145.0,-7.94,-10.75,-6.11
2.0,145.0,-7.93,-10.75,-6.11
3.0,145.0,-7.93,-10.75,-6.10
4.0,145.0,-7.92,-10.75,-6.10
5.0,145.0,-7.91,-10.75,-6.09
6.0,145.0,-7.89,-10.74,-6.08
7.0,145.0,-7.88,-10.74,-6.07
8.0,145.0,-7.86,-10.73,-6.05
9.0,145.0,-7.83,-10.73,-6.03
10.0,145.0,-7.81,-10.72,-6.02
11.0,145.0,-7.78,-10.72,-6.00
12.0,145.0,-7.76,-10.71,-5.98
13.0,145.0,-7.73,-10.71,-5.95
14.0,145.0,-7.69,-10.70,-5.93
15.0,145.0,-7.66,-10.69,-5.90
16.0,145.0,-7.62,-10.69,-5.88
17.0,145.0,-7.58,-10.68,-5.85
18.0,145.0,-7.54,-10.67,-5.82
19.0,145.0,-7.50,-10.67,-5.79
20.0,145.0,-7.46,-10.66,-5.76
21.0,145.0,-7.41,-10.66,-5.73
22.0,145.0,-7.36,-10.65,-5.69
23.0,145.0,-7.32,-10.65,-5.66
24.0,145.0,-7.27,-10.65,-5.63
25.0,145.0,-7.22,-10.65,-5.59
26.0,145.0,-7.17,-10.65,-5.56
27.0,145.0,-7.11,-10.65,-5.52
28.0,145.0,-7.06,-10.65,-5.49
29.0,145.0,-7.01,-10.66,-5.45
30.0,145.0,-6.95,-10.67,-5.41
31.0,145.0,-6.90,-10.67,-5.38
32.0,145.0,-6.85,-10.69,-5.34
33.0,145.0,-6.79,-10.70,-5.31
34.0,145.0,-6.74,-10.72,-5.28
35.0,145.0,-6.68,-10.73,-5.24
36.0,145.0,-6.63,-10.76,-5.21
37.0,145.0,-6.58,-10.78,-5.18
38.0,145.0,-6.52,-10.81,-5.15
39.0,145.0,-6.47,-10.84,-5.12
40.0,145.0,-6.42,-10.88,-5.09
41.0,145.0,-6.37,-10.92,-5.07
42.0,145.0,-6.32,-10.96,-5.04
43.0,145.0,-6.28,-11.01,-5.02
44.0,145.0,-6.23,-11.07,-5.00
45.0,145.0,-6.19,-11.12,-4.98
46.0,145.0,-6.14,-11.19,-4.96
47.0,145.0,-6.10,-11.26,-4.95
48.0,145.0,-6.06,-11.33,-4.93
49.0,145.0,-6.03,-11.42,-4.93
50.0,145.0,-6.00,-11.50,-4.92
51.0,145.0,-5.96,-11.60,-4.92
52.0,145.0,-5.94,-11.70,-4.92
53.0,145.0,-5.91,-11.81,-4.92
54.0,145.0,-5.89,-11.93,-4.93
55.0,145.0,-5.87,-12.06,-4.94
56.0,145.0,-5.86,-12.19,-4.95
57.0,145.0,-5.85,-12.34,-4.97
58.0,145.0,-5.84,-12.49,-4.99
59.0,145.0,-5.84,-12.66,-5.02
60.0,145.0,-5.85,-12.83,-5.05
61.0,145.0,-5.86,-13.02,-5.09
62.0,145.0,-5.87,-13.22,-5.14
63.0,145.0,-5.89,-13.44,-5.19
64.0,145.0,-5.92,-13.67,-5.25
65.0,145.0,-5.96,-13.91,-5.31
66.0,145.0,-6.00,-14.17,-5.39
67.0,145.0,-6.06,-14.45,-5.47
68.0,145.0,-6.12,-14.74,-5.56
69.0,145.0,-6.20,-15.06,-5.67
70.0,145.0,-6.28,-15.40,-5.78
71.0,145.0,-6.38,-15.76,-5.91
72.0,145.0,-6.50,-16.15,-6.05
73.0,145.0,-6.63,-16.57,-6.21
74.0,145.0,-6.79,-17.03,-6.39
75.0,145.0,-6.96,-17.51,-6.60
76.0,145.0,-7.16,-18.05,-6.82
77.0,145.0,-7.40,-18.62,-7.08
78.0,145.0,-7.67,-19.26,-7.38
79.0,145.0,-7.98,-19.95,-7.71
80.0,145.0,-8.35,-20.72,-8.10
81.0,145.0,-8.78,-21.59,-8.56
82.0,145.0,-9.30,-22.56,-9.10
83.0,145.0,-9.93,-23.67,-9.75
84.0,145.0,-10.71,-24.96,-10.55
85.0,145.0,-11.71,-26.51,-11.57
86.0,145.0,-13.02,-28.41,-12.89
87.0,145.0,-14.85,-30.87,-14.74
88.0,145.0,-17.65,-34.36,-17.56
89.0,145.0,-22.89,-40.35,-22.82
0.0,146.0,-7.83,-10.97,-6.11
1.0,146.0,-7.83,-10.97,-6.11
2.0,146.0,-7.83,-10.97,-6.11
3.0,146.0,-7.82,-10.96,-6.10
4.0,146.0,-7.81,-10.96,-6.10
5.0,146.0,-7.80,-10.96,-6.09
6.0,146.0,-7.79,-10.96,-6.08
7.0,146.0,-7.77,-10.95,-6.06
8.0,146.0,-7.75,-10.95,-6.05
9.0,146.0,-7.73,-10.94,-6.03
10.0,146.0,-7.70,-10.94,-6.02
11.0,146.0,-7.68,-10.93,-6.00
12.0,146.0,-7.65,-10.93,-5.97
13.0,146.0,-7.62,-10.92,-5.95
14.0,146.0,-7.58,-10.91,-5.93
15.0,146.0,-7.55,-10.91,-5.90
16.0,146.0,-7.51,-10.90,-5.87
17.0,146.0,-7.47,-10.89,-5.85
18.0,146.0,-7.43,-10.89,-5.82
19.0,146.0,-7.39,-10.88,-5.78
20.0,146.0,-7.35,-10.88,-5.75
21.0,146.0,-7.30,-10.87,-5.72
22.0,146.0,-7.26,-10.87,-5.69
23.0,146.0,-7.21,-10.87,-5.65
24.0,146.0,-7.16,-10.86,-5.62
25.0,146.0,-7.11,-10.86,-5.58
26.0,146.0,-7.06,-10.86,-5.55
27.0,146.0,-7.01,-10.86,-5.51
28.0,146.0,-6.95,-10.87,-5.47
29.0,146.0,-6.90,-10.87,-5.44
30.0,146.0,-6.85,-10.88,-5.40
31.0,146.0,-6.79,-10.89,-5.37
32.0,146.0,-6.74,-10.90,-5.33
33.0,146.0,-6.69,-10.91,-5.29
34.0,146.0,-6.63,-10.93,-5.26
35.0,146.0,-6.58,-10.95,-5.22
36.0,146.0,-6.52,-10.97,-5.19
37.0,146.0,-6.47,-11.00,-5.16
38.0,146.0,-6.42,-11.02,-5.13
39.0,146.0,-6.37,-11.06,-5.10
40.0,146.0,-6.32,-11.09,-5.07
41.0,146.0,-6.27,-11.13,-5.04
42.0,146.0,-6.22,-11.18,-5.01
43.0,146.0,-6.17,-11.23,-4.99
44.0,146.0,-6.12,-11.28,-4.97
45.0,146.0,-6.08,-11.34,-4.95
46.0,146.0,-6.04,-11.40,-4.93
47.0,146.0,-6.00,-11.47,-4.91
48.0,146.0,-5.96,-11.55,-4.90
49.0,146.0,-5.92,-11.63,-4.89
50.0,146.0,-5.89,-11.72,-4.88
51.0,146.0,-5.86,-11.82,-4.88
52.0,146.0,-5.83,-11.92,-4.88
53.0,146.0,-5.81,-12.03,-4.88
54.0,146.0,-5.79,-12.15,-4.88
55.0,146.0,-5.77,-12.27,-4.89
56.0,146.0,-5.75,-12.41,-4.90
57.0,146.0,-5.74,-12.55,-4.92
58.0,146.0,-5.74,-12.71,-4.94
59.0,146.0,-5.74,-12.87,-4.97
60.0,146.0,-5.74,-13.05,-5.00
61.0,146.0,-5.75,-13.24,-5.04
62.0,146.0,-5.77,-13.44,-5.08
63.0,146.0,-5.79,-13.65,-5.13
64.0,146.0,-5.82,-13.88,-5.19
65.0,146.0,-5.85,-14.12,-5.25
66.0,146.0,-5.90,-14.38,-5.32
67.0,146.0,-5.95,-14.66,-5.41
68.0,146.0,-6.02,-14.96,-5.50
69.0,146.0,-6.09,-15.28,-5.60
70.0,146.0,-6.18,-15.61,-5.71
71.0,146.0,-6.28,-15.98,-5.84
72.0,146.0,-6.40,-16.37,-5.98
73.0,146.0,-6.53,-16.79,-6.14
74.0,146.0,-6.68,-17.24,-6.32
75.0,146.0,-6.86,-17.73,-6.52
76.0,146.0,-7.06,-18.26,-6.74
77.0,146.0,-7.29,-18.84,-7.00
78.0,146.0,-7.56,-19.47,-7.29
79.0,146.0,-7.88,-20.17,-7.63
80.0,146.0,-8.24,-20.94,-8.02
